,det9,det11,det13,det15,det17,det18,det19,det20,det21,det23,totalct,month,day,hour,minute,day-of-week,min_bin
2018-10-21 11:15:00,8,19,4,18,16,0,38,0,7,1,111,10,21,11,15,6,45
2018-10-21 11:30:00,10,25,3,19,21,0,37,0,8,8,131,10,21,11,30,6,46
2018-10-21 11:45:00,10,25,5,24,14,0,43,0,9,9,139,10,21,11,45,6,47
2018-10-21 12:00:00,6,18,3,22,12,0,45,0,7,8,121,10,21,12,0,6,48
2018-10-21 12:15:00,11,27,4,17,15,0,52,0,4,4,134,10,21,12,15,6,49
2018-10-21 12:30:00,14,29,5,12,20,0,54,0,2,3,139,10,21,12,30,6,50
2018-10-21 12:45:00,8,26,4,16,12,0,51,0,3,4,124,10,21,12,45,6,51
2018-10-21 13:00:00,10,24,5,17,14,0,56,0,9,9,144,10,21,13,0,6,52
2018-10-21 13:15:00,9,27,5,20,14,0,50,0,7,7,139,10,21,13,15,6,53
2018-10-21 13:30:00,9,23,2,10,19,0,60,0,1,5,129,10,21,13,30,6,54
2018-10-21 13:45:00,14,21,0,13,17,0,33,0,4,4,106,10,21,13,45,6,55
2018-10-21 14:00:00,11,21,3,33,18,0,60,0,4,5,155,10,21,14,0,6,56
2018-10-21 14:15:00,13,26,4,22,10,0,45,0,5,8,133,10,21,14,15,6,57
2018-10-21 14:30:00,9,28,5,17,18,0,65,0,4,5,151,10,21,14,30,6,58
2018-10-21 14:45:00,9,24,2,23,17,0,55,0,3,4,137,10,21,14,45,6,59
2018-10-21 15:00:00,15,24,2,30,15,0,41,0,3,4,134,10,21,15,0,6,60
2018-10-21 15:15:00,15,23,3,17,19,0,42,0,2,3,124,10,21,15,15,6,61
2018-10-21 15:30:00,12,29,3,17,17,0,57,0,2,4,141,10,21,15,30,6,62
2018-10-21 15:45:00,13,29,6,17,15,0,58,0,3,3,144,10,21,15,45,6,63
2018-10-21 16:00:00,11,22,2,26,18,0,58,0,4,4,145,10,21,16,0,6,64
2018-10-21 16:15:00,12,27,2,23,14,0,53,0,2,4,137,10,21,16,15,6,65
2018-10-21 16:30:00,13,20,2,24,18,0,49,0,2,3,131,10,21,16,30,6,66
2018-10-21 16:45:00,8,21,0,26,21,0,49,0,5,5,135,10,21,16,45,6,67
2018-10-21 17:00:00,9,25,3,21,13,0,56,0,4,5,136,10,21,17,0,6,68
2018-10-21 17:15:00,16,22,8,27,20,0,66,0,2,2,163,10,21,17,15,6,69
2018-10-21 17:30:00,9,25,2,19,17,0,58,0,2,3,135,10,21,17,30,6,70
2018-10-21 17:45:00,12,23,3,29,17,0,70,0,3,4,161,10,21,17,45,6,71
2018-10-21 18:00:00,7,22,1,29,19,0,62,0,3,6,149,10,21,18,0,6,72
2018-10-21 18:15:00,13,23,1,28,18,0,70,0,0,0,153,10,21,18,15,6,73
2018-10-21 18:30:00,7,28,1,23,21,0,69,0,2,2,153,10,21,18,30,6,74
2018-10-21 18:45:00,6,28,3,21,18,0,60,0,6,7,149,10,21,18,45,6,75
2018-10-21 19:00:00,9,22,3,27,20,0,74,0,1,1,157,10,21,19,0,6,76
2018-10-21 19:15:00,7,22,6,24,23,0,67,0,3,4,156,10,21,19,15,6,77
2018-10-21 19:30:00,5,25,1,25,16,0,68,0,2,2,144,10,21,19,30,6,78
2018-10-21 19:45:00,6,18,4,22,16,0,59,0,0,0,125,10,21,19,45,6,79
2018-10-21 20:00:00,2,26,2,28,8,0,48,0,1,3,118,10,21,20,0,6,80
2018-10-21 20:15:00,6,19,1,24,12,0,56,0,0,0,118,10,21,20,15,6,81
2018-10-21 20:30:00,6,16,0,24,21,0,34,0,0,1,102,10,21,20,30,6,82
2018-10-21 20:45:00,5,16,0,22,10,0,46,0,4,4,107,10,21,20,45,6,83
2018-10-21 21:00:00,3,20,0,21,11,0,37,0,0,0,92,10,21,21,0,6,84
2018-10-21 21:15:00,4,18,1,21,12,0,39,0,0,0,95,10,21,21,15,6,85
2018-10-21 21:30:00,2,13,0,13,8,0,37,0,0,0,73,10,21,21,30,6,86
2018-10-21 21:45:00,3,13,0,13,13,0,51,0,0,0,93,10,21,21,45,6,87
2018-10-21 22:00:00,4,18,1,16,9,0,25,0,2,2,77,10,21,22,0,6,88
2018-10-21 22:15:00,3,10,0,17,11,0,33,0,0,0,74,10,21,22,15,6,89
2018-10-21 22:30:00,1,10,0,12,9,0,19,0,0,0,51,10,21,22,30,6,90
2018-10-21 22:45:00,2,12,0,18,8,0,28,0,0,0,68,10,21,22,45,6,91
2018-10-21 23:00:00,2,8,0,12,8,0,19,0,1,1,51,10,21,23,0,6,92
2018-10-21 23:15:00,1,9,0,16,10,0,11,0,0,0,47,10,21,23,15,6,93
2018-10-21 23:30:00,1,6,0,6,4,0,16,0,0,0,33,10,21,23,30,6,94
2018-10-21 23:45:00,0,5,0,8,4,0,19,0,2,2,40,10,21,23,45,6,95
2018-10-22 00:00:00,0,6,0,10,5,0,6,0,0,0,27,10,22,0,0,0,0
2018-10-22 00:15:00,3,4,0,8,3,0,5,0,0,0,23,10,22,0,15,0,1
2018-10-22 00:30:00,1,2,0,7,4,0,10,0,0,0,24,10,22,0,30,0,2
2018-10-22 00:45:00,1,2,0,14,4,0,7,0,0,0,28,10,22,0,45,0,3
2018-10-22 01:00:00,0,2,0,7,3,0,9,0,0,0,21,10,22,1,0,0,4
2018-10-22 01:15:00,1,4,0,8,2,0,4,0,0,0,19,10,22,1,15,0,5
2018-10-22 01:30:00,0,1,0,5,3,0,7,0,0,0,16,10,22,1,30,0,6
2018-10-22 01:45:00,0,0,0,11,1,0,4,0,0,0,16,10,22,1,45,0,7
2018-10-22 02:00:00,0,3,0,7,1,0,5,0,0,0,16,10,22,2,0,0,8
2018-10-22 02:15:00,2,0,0,8,1,0,3,0,0,0,14,10,22,2,15,0,9
2018-10-22 02:30:00,3,5,0,6,0,0,10,0,0,0,24,10,22,2,30,0,10
2018-10-22 02:45:00,0,1,0,7,0,0,7,0,0,0,15,10,22,2,45,0,11
2018-10-22 03:00:00,1,1,0,13,1,0,10,0,0,0,26,10,22,3,0,0,12
2018-10-22 03:15:00,1,0,0,7,3,0,11,0,0,0,22,10,22,3,15,0,13
2018-10-22 03:30:00,2,2,0,14,4,0,20,0,1,1,44,10,22,3,30,0,14
2018-10-22 03:45:00,2,1,0,13,3,0,13,0,0,0,32,10,22,3,45,0,15
2018-10-22 04:00:00,3,4,0,10,2,0,27,0,0,0,46,10,22,4,0,0,16
2018-10-22 04:15:00,6,4,0,14,1,0,35,0,0,0,60,10,22,4,15,0,17
2018-10-22 04:30:00,7,0,6,17,4,0,53,0,0,0,87,10,22,4,30,0,18
2018-10-22 04:45:00,6,5,5,24,4,0,49,0,0,0,93,10,22,4,45,0,19
2018-10-22 05:00:00,8,3,7,26,5,0,46,0,0,1,96,10,22,5,0,0,20
2018-10-22 05:15:00,6,2,2,21,5,0,38,0,1,2,77,10,22,5,15,0,21
2018-10-22 05:30:00,7,6,4,19,9,0,64,0,1,2,112,10,22,5,30,0,22
2018-10-22 05:45:00,7,6,29,25,11,0,42,0,8,11,139,10,22,5,45,0,23
2018-10-22 06:00:00,9,7,4,21,9,0,51,0,5,7,113,10,22,6,0,0,24
2018-10-22 06:15:00,8,7,1,20,16,0,55,0,0,0,107,10,22,6,15,0,25
2018-10-22 06:30:00,9,7,1,23,12,0,58,0,1,4,115,10,22,6,30,0,26
2018-10-22 06:45:00,10,14,5,22,19,0,44,0,3,10,127,10,22,6,45,0,27
2018-10-22 07:00:00,9,19,5,21,16,0,39,0,5,6,120,10,22,7,0,0,28
2018-10-22 07:15:00,10,23,6,24,18,0,29,0,2,4,116,10,22,7,15,0,29
2018-10-22 07:30:00,11,23,3,10,16,0,34,0,3,8,108,10,22,7,30,0,30
2018-10-22 07:45:00,9,20,4,13,21,0,20,0,8,8,103,10,22,7,45,0,31
2018-10-22 08:00:00,10,19,6,11,18,0,27,0,9,9,109,10,22,8,0,0,32
2018-10-22 08:15:00,11,9,7,13,24,0,45,0,5,6,120,10,22,8,15,0,33
2018-10-22 08:30:00,9,18,6,10,19,0,45,0,7,9,123,10,22,8,30,0,34
2018-10-22 08:45:00,8,17,8,12,25,0,42,0,9,11,132,10,22,8,45,0,35
2018-10-22 09:00:00,8,19,9,20,27,0,34,0,9,10,136,10,22,9,0,0,36
2018-10-22 09:15:00,8,17,4,18,21,0,53,0,7,10,138,10,22,9,15,0,37
2018-10-22 09:30:00,12,19,10,15,18,0,50,0,8,9,141,10,22,9,30,0,38
2018-10-22 09:45:00,10,18,6,14,16,0,44,0,9,9,126,10,22,9,45,0,39
2018-10-22 10:00:00,10,25,5,16,21,0,28,0,10,8,123,10,22,10,0,0,40
2018-10-22 10:15:00,8,15,5,12,16,0,44,0,9,10,119,10,22,10,15,0,41
2018-10-22 10:30:00,8,18,7,9,19,0,30,0,9,10,110,10,22,10,30,0,42
2018-10-22 10:45:00,9,20,7,22,23,0,40,0,7,9,137,10,22,10,45,0,43
2018-10-22 11:00:00,9,26,8,12,18,0,28,0,11,11,123,10,22,11,0,0,44
2018-10-22 11:15:00,12,21,7,27,25,0,20,0,12,10,134,10,22,11,15,0,45
2018-10-22 11:30:00,8,24,3,23,18,0,33,0,12,13,134,10,22,11,30,0,46
2018-10-22 11:45:00,12,15,7,24,23,0,25,0,9,5,120,10,22,11,45,0,47
2018-10-22 12:00:00,10,15,5,18,3,1,5,1,18,14,90,10,22,12,0,0,48
2018-10-22 12:15:00,6,18,6,29,0,0,0,0,9,12,80,10,22,12,15,0,49
2018-10-22 12:30:00,7,29,7,23,0,0,0,0,17,12,95,10,22,12,30,0,50
2018-10-22 12:45:00,11,26,6,9,0,0,0,0,16,12,80,10,22,12,45,0,51
2018-10-22 13:00:00,11,18,8,11,0,0,0,0,12,10,70,10,22,13,0,0,52
2018-10-22 13:15:00,10,27,4,16,0,0,0,0,10,10,77,10,22,13,15,0,53
2018-10-22 13:30:00,8,20,6,15,0,0,0,0,10,12,71,10,22,13,30,0,54
2018-10-22 13:45:00,10,18,4,11,0,0,0,0,11,11,65,10,22,13,45,0,55
2018-10-22 14:00:00,9,28,6,18,16,0,36,0,11,12,136,10,22,14,0,0,56
2018-10-22 14:15:00,11,20,10,9,8,0,38,0,11,11,118,10,22,14,15,0,57
2018-10-22 14:30:00,11,22,10,8,18,0,63,0,14,12,158,10,22,14,30,0,58
2018-10-22 14:45:00,10,25,7,9,11,0,49,0,11,10,132,10,22,14,45,0,59
2018-10-22 15:00:00,9,19,4,9,9,0,68,0,11,8,137,10,22,15,0,0,60
2018-10-22 15:15:00,10,21,7,14,10,0,52,0,8,8,130,10,22,15,15,0,61
2018-10-22 15:30:00,11,19,7,10,8,0,51,0,10,8,124,10,22,15,30,0,62
2018-10-22 15:45:00,9,23,7,20,9,0,63,0,12,13,156,10,22,15,45,0,63
2018-10-22 16:00:00,7,30,5,12,8,0,69,0,9,8,148,10,22,16,0,0,64
2018-10-22 16:15:00,8,28,8,14,5,0,62,0,7,9,141,10,22,16,15,0,65
2018-10-22 16:30:00,7,30,5,21,9,0,68,0,12,13,165,10,22,16,30,0,66
2018-10-22 16:45:00,8,27,7,14,7,0,66,0,11,8,148,10,22,16,45,0,67
2018-10-22 17:00:00,8,24,7,14,5,0,66,0,7,8,139,10,22,17,0,0,68
2018-10-22 17:15:00,8,18,10,15,8,0,46,0,7,9,121,10,22,17,15,0,69
2018-10-22 17:30:00,8,25,6,14,7,0,64,0,10,12,146,10,22,17,30,0,70
2018-10-22 17:45:00,12,32,5,14,12,0,51,0,10,10,146,10,22,17,45,0,71
2018-10-22 18:00:00,9,26,8,18,14,0,46,0,9,9,139,10,22,18,0,0,72
2018-10-22 18:15:00,8,22,7,19,14,0,67,0,14,16,167,10,22,18,15,0,73
2018-10-22 18:30:00,9,27,3,27,21,0,68,0,10,11,176,10,22,18,30,0,74
2018-10-22 18:45:00,11,18,3,28,22,0,66,0,7,7,162,10,22,18,45,0,75
2018-10-22 19:00:00,10,28,6,21,18,0,54,0,7,9,153,10,22,19,0,0,76
2018-10-22 19:15:00,7,17,7,23,14,0,61,0,12,12,153,10,22,19,15,0,77
2018-10-22 19:30:00,8,31,3,22,21,0,50,0,6,6,147,10,22,19,30,0,78
2018-10-22 19:45:00,8,22,3,26,9,0,51,0,7,7,133,10,22,19,45,0,79
2018-10-22 20:00:00,7,16,1,30,19,0,55,0,3,6,137,10,22,20,0,0,80
2018-10-22 20:15:00,7,17,1,34,22,0,55,0,2,2,140,10,22,20,15,0,81
2018-10-22 20:30:00,4,16,2,27,14,0,41,0,3,3,110,10,22,20,30,0,82
2018-10-22 20:45:00,7,18,1,23,11,0,36,0,0,0,96,10,22,20,45,0,83
2018-10-22 21:00:00,3,15,1,18,10,0,33,0,0,0,80,10,22,21,0,0,84
2018-10-22 21:15:00,9,16,2,19,15,0,32,0,0,1,94,10,22,21,15,0,85
2018-10-22 21:30:00,0,10,0,18,12,0,32,0,0,0,72,10,22,21,30,0,86
2018-10-22 21:45:00,3,14,1,19,12,0,31,0,0,0,80,10,22,21,45,0,87
2018-10-22 22:00:00,3,15,0,24,15,0,19,0,2,3,81,10,22,22,0,0,88
2018-10-22 22:15:00,4,14,0,19,10,0,32,0,0,0,79,10,22,22,15,0,89
2018-10-22 22:30:00,4,11,0,15,6,0,27,0,1,1,65,10,22,22,30,0,90
2018-10-22 22:45:00,1,12,0,11,7,0,19,0,0,0,50,10,22,22,45,0,91
2018-10-22 23:00:00,2,11,1,16,6,0,15,0,1,1,53,10,22,23,0,0,92
2018-10-22 23:15:00,1,10,1,10,10,0,12,0,0,0,44,10,22,23,15,0,93
2018-10-22 23:30:00,2,6,0,12,6,0,14,0,1,1,42,10,22,23,30,0,94
2018-10-22 23:45:00,1,7,1,14,6,0,9,0,0,0,38,10,22,23,45,0,95
2018-10-23 00:00:00,1,6,0,15,4,0,10,0,0,0,36,10,23,0,0,1,0
2018-10-23 00:15:00,0,5,1,9,3,0,11,0,0,0,29,10,23,0,15,1,1
2018-10-23 00:30:00,1,4,2,19,4,0,7,0,1,1,39,10,23,0,30,1,2
2018-10-23 00:45:00,0,7,0,13,5,0,13,0,0,0,38,10,23,0,45,1,3
2018-10-23 01:00:00,1,5,0,10,1,0,4,0,1,1,23,10,23,1,0,1,4
2018-10-23 01:15:00,0,2,0,17,1,0,5,0,0,0,25,10,23,1,15,1,5
2018-10-23 01:30:00,1,1,0,18,1,0,3,0,0,0,24,10,23,1,30,1,6
2018-10-23 01:45:00,1,1,0,12,0,0,6,0,0,0,20,10,23,1,45,1,7
2018-10-23 02:00:00,0,3,0,10,1,0,9,0,0,0,23,10,23,2,0,1,8
2018-10-23 02:15:00,1,2,0,14,0,0,2,0,0,0,19,10,23,2,15,1,9
2018-10-23 02:30:00,3,3,1,17,0,0,5,0,0,0,29,10,23,2,30,1,10
2018-10-23 02:45:00,1,2,1,9,2,0,8,0,0,0,23,10,23,2,45,1,11
2018-10-23 03:00:00,0,0,0,12,3,0,10,0,0,0,25,10,23,3,0,1,12
2018-10-23 03:15:00,1,2,0,13,0,0,9,0,0,0,25,10,23,3,15,1,13
2018-10-23 03:30:00,2,2,0,17,3,0,13,0,0,0,37,10,23,3,30,1,14
2018-10-23 03:45:00,2,2,1,11,1,0,13,0,2,2,34,10,23,3,45,1,15
2018-10-23 04:00:00,6,2,0,10,2,0,26,0,0,0,46,10,23,4,0,1,16
2018-10-23 04:15:00,4,3,0,16,0,0,29,0,0,0,52,10,23,4,15,1,17
2018-10-23 04:30:00,6,6,6,16,3,0,42,0,1,1,81,10,23,4,30,1,18
2018-10-23 04:45:00,10,6,8,22,3,0,43,0,0,0,92,10,23,4,45,1,19
2018-10-23 05:00:00,10,4,2,15,3,0,33,0,1,1,69,10,23,5,0,1,20
2018-10-23 05:15:00,7,3,2,17,3,0,41,0,1,1,75,10,23,5,15,1,21
2018-10-23 05:30:00,8,8,5,31,7,0,53,0,2,3,117,10,23,5,30,1,22
2018-10-23 05:45:00,9,5,8,24,6,0,55,0,4,6,117,10,23,5,45,1,23
2018-10-23 06:00:00,9,5,3,28,8,0,47,0,6,3,109,10,23,6,0,1,24
2018-10-23 06:15:00,9,13,2,29,9,0,57,0,3,3,125,10,23,6,15,1,25
2018-10-23 06:30:00,9,12,2,21,12,0,65,0,3,6,130,10,23,6,30,1,26
2018-10-23 06:45:00,8,8,6,13,10,0,42,0,7,11,105,10,23,6,45,1,27
2018-10-23 07:00:00,7,22,1,25,9,0,51,0,3,6,124,10,23,7,0,1,28
2018-10-23 07:15:00,10,23,3,6,10,0,35,0,3,4,94,10,23,7,15,1,29
2018-10-23 07:30:00,7,18,6,7,14,0,42,0,6,8,108,10,23,7,30,1,30
2018-10-23 07:45:00,6,16,7,9,8,0,25,0,6,8,85,10,23,7,45,1,31
2018-10-23 08:00:00,9,19,8,7,14,0,40,0,7,7,111,10,23,8,0,1,32
2018-10-23 08:15:00,10,16,8,9,10,0,56,0,7,7,123,10,23,8,15,1,33
2018-10-23 08:30:00,10,15,9,5,22,0,90,0,5,7,163,10,23,8,30,1,34
2018-10-23 08:45:00,14,18,7,12,19,0,72,0,5,9,156,10,23,8,45,1,35
2018-10-23 09:00:00,5,19,7,21,16,0,54,0,9,9,140,10,23,9,0,1,36
2018-10-23 09:15:00,10,17,5,18,15,0,66,0,8,8,147,10,23,9,15,1,37
2018-10-23 09:30:00,12,19,10,9,14,0,47,0,7,8,126,10,23,9,30,1,38
2018-10-23 09:45:00,12,25,6,19,15,0,44,0,10,8,139,10,23,9,45,1,39
2018-10-23 10:00:00,9,18,6,14,9,0,40,0,9,8,113,10,23,10,0,1,40
2018-10-23 10:15:00,6,16,5,13,11,0,44,0,9,8,112,10,23,10,15,1,41
2018-10-23 10:30:00,10,27,11,18,12,0,34,0,11,7,130,10,23,10,30,1,42
2018-10-23 10:45:00,12,18,8,8,16,0,41,0,11,11,125,10,23,10,45,1,43
2018-10-23 11:00:00,7,19,6,19,23,0,43,0,9,8,134,10,23,11,0,1,44
2018-10-23 11:15:00,6,18,12,24,8,0,37,0,12,10,127,10,23,11,15,1,45
2018-10-23 11:30:00,10,18,7,23,10,0,48,0,12,12,140,10,23,11,30,1,46
2018-10-23 11:45:00,7,17,8,18,13,0,48,0,7,6,124,10,23,11,45,1,47
2018-10-23 12:00:00,6,12,9,24,9,0,37,0,12,11,120,10,23,12,0,1,48
2018-10-23 12:15:00,5,21,5,28,20,0,43,0,13,13,148,10,23,12,15,1,49
2018-10-23 12:30:00,7,17,8,20,12,0,51,0,9,8,132,10,23,12,30,1,50
2018-10-23 12:45:00,9,20,10,18,11,0,34,0,10,9,121,10,23,12,45,1,51
2018-10-23 13:00:00,10,23,6,13,12,0,36,0,8,5,113,10,23,13,0,1,52
2018-10-23 13:15:00,15,19,7,16,11,0,40,0,11,8,127,10,23,13,15,1,53
2018-10-23 13:30:00,11,26,19,16,11,0,57,0,11,9,160,10,23,13,30,1,54
2018-10-23 13:45:00,9,20,8,12,12,0,21,0,7,6,95,10,23,13,45,1,55
2018-10-23 14:00:00,11,19,6,8,12,0,45,0,10,7,118,10,23,14,0,1,56
2018-10-23 14:15:00,10,24,3,11,13,0,43,0,14,12,130,10,23,14,15,1,57
2018-10-23 14:30:00,10,22,5,9,6,0,62,0,17,10,141,10,23,14,30,1,58
2018-10-23 14:45:00,7,22,6,15,5,0,50,0,11,9,125,10,23,14,45,1,59
2018-10-23 15:00:00,7,29,6,13,9,0,57,0,12,6,139,10,23,15,0,1,60
2018-10-23 15:15:00,11,17,7,19,6,0,53,0,10,9,132,10,23,15,15,1,61
2018-10-23 15:30:00,12,20,6,11,9,0,52,0,10,11,131,10,23,15,30,1,62
2018-10-23 15:45:00,10,19,5,13,10,0,64,0,8,6,135,10,23,15,45,1,63
2018-10-23 16:00:00,8,25,10,19,7,0,31,0,13,12,125,10,23,16,0,1,64
2018-10-23 16:15:00,8,23,6,14,8,0,51,0,9,8,127,10,23,16,15,1,65
2018-10-23 16:30:00,9,20,5,13,8,0,77,0,10,8,150,10,23,16,30,1,66
2018-10-23 16:45:00,11,28,5,12,5,0,72,0,8,7,148,10,23,16,45,1,67
2018-10-23 17:00:00,9,21,5,13,5,0,54,0,9,8,124,10,23,17,0,1,68
2018-10-23 17:15:00,9,31,8,19,8,0,48,0,6,6,135,10,23,17,15,1,69
2018-10-23 17:30:00,10,19,7,18,6,0,61,0,6,6,133,10,23,17,30,1,70
2018-10-23 17:45:00,10,21,7,9,11,0,51,0,13,11,133,10,23,17,45,1,71
2018-10-23 18:00:00,12,24,5,19,14,0,59,0,14,10,157,10,23,18,0,1,72
2018-10-23 18:15:00,9,25,10,23,16,0,62,0,13,15,173,10,23,18,15,1,73
2018-10-23 18:30:00,12,20,5,14,20,0,45,0,12,12,140,10,23,18,30,1,74
2018-10-23 18:45:00,9,26,8,22,17,0,63,0,9,10,164,10,23,18,45,1,75
2018-10-23 19:00:00,10,24,3,27,15,0,62,0,13,11,165,10,23,19,0,1,76
2018-10-23 19:15:00,9,21,4,21,15,0,66,0,10,11,157,10,23,19,15,1,77
2018-10-23 19:30:00,8,26,1,33,16,0,58,0,9,10,161,10,23,19,30,1,78
2018-10-23 19:45:00,7,23,2,19,15,0,58,0,7,9,140,10,23,19,45,1,79
2018-10-23 20:00:00,9,21,3,24,17,0,71,0,3,6,154,10,23,20,0,1,80
2018-10-23 20:15:00,6,13,1,24,11,0,45,0,2,3,105,10,23,20,15,1,81
2018-10-23 20:30:00,6,18,4,19,14,0,56,0,5,5,127,10,23,20,30,1,82
2018-10-23 20:45:00,5,17,1,30,14,0,49,0,3,3,122,10,23,20,45,1,83
2018-10-23 21:00:00,7,14,3,24,15,0,48,0,0,0,111,10,23,21,0,1,84
2018-10-23 21:15:00,7,18,0,23,10,0,43,0,2,3,106,10,23,21,15,1,85
2018-10-23 21:30:00,4,16,2,20,9,0,45,0,0,0,96,10,23,21,30,1,86
2018-10-23 21:45:00,4,19,1,20,16,0,31,0,0,2,93,10,23,21,45,1,87
2018-10-23 22:00:00,6,13,5,20,9,0,36,0,2,3,94,10,23,22,0,1,88
2018-10-23 22:15:00,3,11,1,17,4,0,31,0,5,5,77,10,23,22,15,1,89
2018-10-23 22:30:00,1,8,0,18,11,0,25,0,2,2,67,10,23,22,30,1,90
2018-10-23 22:45:00,5,12,0,17,10,0,18,0,1,1,64,10,23,22,45,1,91
2018-10-23 23:00:00,2,8,0,15,4,0,17,0,1,1,48,10,23,23,0,1,92
2018-10-23 23:15:00,0,9,0,12,8,0,12,0,0,0,41,10,23,23,15,1,93
2018-10-23 23:30:00,0,7,0,12,6,0,16,0,0,0,41,10,23,23,30,1,94
2018-10-23 23:45:00,0,8,0,14,7,0,9,0,0,0,38,10,23,23,45,1,95
2018-10-24 00:00:00,2,5,0,19,1,0,9,0,0,0,36,10,24,0,0,2,0
2018-10-24 00:15:00,1,9,0,12,2,0,18,0,0,0,42,10,24,0,15,2,1
2018-10-24 00:30:00,1,3,1,20,4,0,13,0,0,0,42,10,24,0,30,2,2
2018-10-24 00:45:00,0,5,0,14,0,0,4,0,0,0,23,10,24,0,45,2,3
2018-10-24 01:00:00,1,2,0,13,4,0,4,0,0,0,24,10,24,1,0,2,4
2018-10-24 01:15:00,0,2,0,16,0,0,6,0,1,1,26,10,24,1,15,2,5
2018-10-24 01:30:00,0,2,0,20,1,0,8,0,1,1,33,10,24,1,30,2,6
2018-10-24 01:45:00,2,12,0,11,2,0,9,0,1,1,38,10,24,1,45,2,7
2018-10-24 02:00:00,0,2,0,12,0,0,9,0,0,0,23,10,24,2,0,2,8
2018-10-24 02:15:00,3,3,0,15,1,0,7,0,0,0,29,10,24,2,15,2,9
2018-10-24 02:30:00,2,0,0,11,4,0,7,0,0,0,24,10,24,2,30,2,10
2018-10-24 02:45:00,1,0,0,8,2,0,11,0,0,0,22,10,24,2,45,2,11
2018-10-24 03:00:00,0,1,0,9,1,0,12,0,0,0,23,10,24,3,0,2,12
2018-10-24 03:15:00,2,3,0,11,1,0,3,0,1,1,22,10,24,3,15,2,13
2018-10-24 03:30:00,2,3,0,15,4,0,14,0,1,1,40,10,24,3,30,2,14
2018-10-24 03:45:00,5,3,0,11,4,0,14,0,0,0,37,10,24,3,45,2,15
2018-10-24 04:00:00,3,0,0,9,0,0,24,0,0,0,36,10,24,4,0,2,16
2018-10-24 04:15:00,4,2,0,14,0,0,24,0,1,1,46,10,24,4,15,2,17
2018-10-24 04:30:00,7,6,6,14,1,0,40,0,1,2,77,10,24,4,30,2,18
2018-10-24 04:45:00,5,5,7,19,2,0,41,0,0,0,79,10,24,4,45,2,19
2018-10-24 05:00:00,7,2,2,22,0,0,43,0,2,3,81,10,24,5,0,2,20
2018-10-24 05:15:00,7,6,4,23,4,0,44,0,1,1,90,10,24,5,15,2,21
2018-10-24 05:30:00,8,7,9,24,1,0,51,0,3,5,108,10,24,5,30,2,22
2018-10-24 05:45:00,9,3,4,19,10,0,67,0,8,11,131,10,24,5,45,2,23
2018-10-24 06:00:00,10,8,2,21,4,0,47,0,3,4,99,10,24,6,0,2,24
2018-10-24 06:15:00,10,5,2,23,10,0,63,0,3,3,119,10,24,6,15,2,25
2018-10-24 06:30:00,7,12,0,22,6,0,60,0,5,6,118,10,24,6,30,2,26
2018-10-24 06:45:00,9,20,9,19,9,0,39,0,8,13,126,10,24,6,45,2,27
2018-10-24 07:00:00,8,16,2,26,7,0,46,0,6,6,117,10,24,7,0,2,28
2018-10-24 07:15:00,9,23,2,11,10,0,37,0,4,3,99,10,24,7,15,2,29
2018-10-24 07:30:00,10,26,5,11,8,0,25,0,8,10,103,10,24,7,30,2,30
2018-10-24 07:45:00,8,24,8,10,12,0,35,0,8,11,116,10,24,7,45,2,31
2018-10-24 08:00:00,9,20,5,21,9,0,45,0,9,10,128,10,24,8,0,2,32
2018-10-24 08:15:00,9,17,5,12,11,0,49,0,7,7,117,10,24,8,15,2,33
2018-10-24 08:30:00,8,18,3,15,16,0,70,0,3,4,137,10,24,8,30,2,34
2018-10-24 08:45:00,10,20,8,8,12,0,54,0,6,6,124,10,24,8,45,2,35
2018-10-24 09:00:00,9,22,8,16,19,0,49,0,9,9,141,10,24,9,0,2,36
2018-10-24 09:15:00,8,20,6,18,17,0,63,0,3,4,139,10,24,9,15,2,37
2018-10-24 09:30:00,15,20,3,11,14,0,54,0,10,10,137,10,24,9,30,2,38
2018-10-24 09:45:00,10,21,6,20,13,0,48,0,7,8,133,10,24,9,45,2,39
2018-10-24 10:00:00,9,20,5,11,14,0,55,0,8,10,132,10,24,10,0,2,40
2018-10-24 10:15:00,9,20,9,21,14,0,56,0,10,11,150,10,24,10,15,2,41
2018-10-24 10:30:00,8,23,4,13,11,0,48,0,11,11,129,10,24,10,30,2,42
2018-10-24 10:45:00,9,18,8,18,12,0,69,0,9,9,152,10,24,10,45,2,43
2018-10-24 11:00:00,7,24,8,11,11,0,30,0,12,14,117,10,24,11,0,2,44
2018-10-24 11:15:00,8,18,6,25,8,0,52,0,11,10,138,10,24,11,15,2,45
2018-10-24 11:30:00,11,18,7,19,14,0,55,0,11,11,146,10,24,11,30,2,46
2018-10-24 11:45:00,11,21,7,17,16,0,45,0,13,11,141,10,24,11,45,2,47
2018-10-24 12:00:00,8,21,14,17,17,0,39,0,9,13,138,10,24,12,0,2,48
2018-10-24 12:15:00,7,22,5,17,9,0,43,0,11,7,121,10,24,12,15,2,49
2018-10-24 12:30:00,6,19,5,26,11,0,52,0,9,8,136,10,24,12,30,2,50
2018-10-24 12:45:00,9,29,8,12,14,0,30,0,11,18,131,10,24,12,45,2,51
2018-10-24 13:00:00,10,19,5,9,13,0,28,0,19,12,115,10,24,13,0,2,52
